contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	CDS
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36767bp__000243||full	91s	seasonal	7	91	36763	No	NA	57	18	1	Medium-quality	Genome-fragment	54.85	AAI-based (high-confidence)	0	1	280	NA	NA	NA	NA	NA	Vibrio	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36767bp__000243||full_CDS_0053
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37154bp__000237||full	41s	seasonal	7	41	37153	No	NA	52	18	0	Medium-quality	Genome-fragment	70.46	AAI-based (high-confidence)	0	1	449	NA	NA	NA	NA	NA	Pseudomonas	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37154bp__000237||full_CDS_0017
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39089bp__000209||full	37s	seasonal	40	37	38801	No	NA	53	17	0	Medium-quality	Genome-fragment	63.84	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39089bp__000209||full_CDS_0055
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39089bp__000209||full	37s	seasonal	40	37	38801	No	NA	53	17	0	Medium-quality	Genome-fragment	63.84	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39089bp__000209||full_CDS_0010
2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__59248bp__000065||full	85s	seasonal	7	85	59244	No	NA	75	26	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	123	NA	NA	NA	NA	NA	ND	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__59248bp__000065||full_CDS_0073
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32015bp__000255||full	85s	seasonal	66	85	31982	No	NA	40	14	0	Medium-quality	Genome-fragment	52.04	AAI-based (high-confidence)	0	1	31	NA	NA	NA	NA	NA	Flavobacterium	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32015bp__000255||full_CDS_0033
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32015bp__000255||full	85s	seasonal	66	85	31982	No	NA	40	14	0	Medium-quality	Genome-fragment	52.04	AAI-based (high-confidence)	0	1	31	NA	NA	NA	NA	NA	Flavobacterium	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32015bp__000255||full_CDS_0032
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32195bp__000249||full	51s	seasonal	7	51	32192	No	NA	36	12	0	Medium-quality	Genome-fragment	51.34	AAI-based (medium-confidence)	0	1	32	NA	NA	NA	NA	NA	Methylocaldum	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32195bp__000249||full_CDS_0016
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33264bp__000223||full	46s	seasonal	49	46	32882	No	NA	39	15	0	Medium-quality	Genome-fragment	62.63	AAI-based (high-confidence)	0	1	449	NA	NA	NA	NA	NA	Pseudomonas	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33264bp__000223||full_CDS_0022
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34140bp__000207||full	12s	seasonal	12	12	34139	No	NA	58	14	0	Medium-quality	Genome-fragment	57.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Vibrio	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34140bp__000207||full_CDS_0006
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full	85s	seasonal	66	85	34506	No	NA	53	19	0	Medium-quality	Genome-fragment	54.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full_CDS_0011
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full	85s	seasonal	66	85	34506	No	NA	53	19	0	Medium-quality	Genome-fragment	54.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full_CDS_0012
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full	85s	seasonal	66	85	34506	No	NA	53	19	0	Medium-quality	Genome-fragment	54.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full_CDS_0007
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full	85s	seasonal	66	85	34506	No	NA	53	19	0	Medium-quality	Genome-fragment	54.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34509bp__000199||full_CDS_0009
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full	71s	seasonal	68	71	36181	No	NA	51	18	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	1100	NA	NA	NA	NA	NA	ND	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full_CDS_0004
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full	71s	seasonal	68	71	36181	No	NA	51	18	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	1100	NA	NA	NA	NA	NA	ND	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full_CDS_0005
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full	71s	seasonal	68	71	36181	No	NA	51	18	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	1100	NA	NA	NA	NA	NA	ND	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full_CDS_0003
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40633bp__000127||full	65s	seasonal	50	65	40630	No	NA	48	19	0	Medium-quality	Genome-fragment	52.81	HMM-based (lower-bound)	0	1	673	NA	NA	NA	NA	NA	ND	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40633bp__000127||full_CDS_0020
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40633bp__000127||full	65s	seasonal	50	65	40630	No	NA	48	19	0	Medium-quality	Genome-fragment	52.81	HMM-based (lower-bound)	0	1	673	NA	NA	NA	NA	NA	ND	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40633bp__000127||full_CDS_0021
2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61729bp__000028||full	12s	seasonal	12	12	61726	No	NA	87	26	2	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	635	624	NA	NA	NA	NA	Methylocaldum	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61729bp__000028||full_CDS_0039
2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__38119bp__000120||full	26s	seasonal	28	26	37915	No	NA	35	19	0	Medium-quality	Genome-fragment	64.16	AAI-based (high-confidence)	0	1	1349	529	NA	NA	NA	NA	Ralstonia	2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__38119bp__000120||full_CDS_0024
2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__38119bp__000120||full	26s	seasonal	28	26	37915	No	NA	35	19	0	Medium-quality	Genome-fragment	64.16	AAI-based (high-confidence)	0	1	1349	529	NA	NA	NA	NA	Ralstonia	2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__38119bp__000120||full_CDS_0023
2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__53877bp__000052||full	17s	seasonal	4	17	53875	No	NA	70	25	0	High-quality	High-quality	96.86	AAI-based (high-confidence)	0	1	886	946	949	NA	NA	NA	Pseudomonas	2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__53877bp__000052||full_CDS_0071
2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__64436bp__000030||full	90s	seasonal	91	90	64064	No	NA	80	7	1	High-quality	High-quality	99.84	AAI-based (medium-confidence)	0	1	2686	NA	NA	NA	NA	NA	ND	2020-Aug-viral-fraction__viral-spades-short__as-yet-unknown__64436bp__000030||full_CDS_0029
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__111103bp__000006||full	16s	seasonal	19	16	111102	No	NA	158	98	0	Medium-quality	Genome-fragment	58.18	AAI-based (high-confidence)	0	1.01	772	NA	NA	NA	NA	NA	Thauera	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__111103bp__000006||full_CDS_0048
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__206122bp__000001||full	105s	seasonal	19	105	206120	No	NA	240	70	20	Medium-quality	Genome-fragment	57.78	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__206122bp__000001||full_CDS_0055
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__20861bp__000651||full	79s	seasonal	26	79	20858	No	NA	35	12	0	Medium-quality	Genome-fragment	64.3	AAI-based (high-confidence)	0	1	591	NA	NA	NA	NA	NA	ND	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__20861bp__000651||full_CDS_0025
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__32562bp__000221||full	52s	seasonal	53	52	31862	No	NA	37	16	1	Medium-quality	Genome-fragment	57.5	AAI-based (high-confidence)	0	1	886	946	NA	NA	NA	NA	ND	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__32562bp__000221||full_CDS_0011
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__39993bp__000140||full	92s	seasonal	93	92	39989	No	NA	73	21	0	Medium-quality	Genome-fragment	66.46	AAI-based (high-confidence)	0	1	648	653	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__39993bp__000140||full_CDS_0012
2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__91999bp__000009||full	44s	seasonal	91	44	91998	No	NA	120	10	2	Medium-quality	Genome-fragment	53.02	AAI-based (high-confidence)	0	1	684	NA	NA	NA	NA	NA	Flavobacterium	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__91999bp__000009||full_CDS_0084
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__100957bp__000010||full	84s	seasonal	65	84	100957	Yes	96330	101	23	10	Medium-quality	Genome-fragment	52.26	AAI-based (high-confidence)	4.58	1	NA	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__100957bp__000010||full_CDS_0051
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__17467bp__001296||full	8s	seasonal	95	8	17464	No	NA	29	10	0	Medium-quality	Genome-fragment	50.52	AAI-based (high-confidence)	0	1	966	NA	NA	NA	NA	NA	ND	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__17467bp__001296||full_CDS_0008
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__181863bp__000001||full	51s	seasonal	87	51	181860	No	NA	196	52	10	Medium-quality	Genome-fragment	51.51	AAI-based (medium-confidence)	0	1.01	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__181863bp__000001||full_CDS_0106
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__181863bp__000001||full	51s	seasonal	87	51	181860	No	NA	196	52	10	Medium-quality	Genome-fragment	51.51	AAI-based (medium-confidence)	0	1.01	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__181863bp__000001||full_CDS_0184
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__19934bp__000977||full	85s	seasonal	66	85	19828	No	NA	25	11	0	Medium-quality	Genome-fragment	56.89	AAI-based (high-confidence)	0	1	967	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__19934bp__000977||full_CDS_0023
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__21860bp__000808||full	63s	seasonal	54	63	21824	No	NA	32	12	0	Medium-quality	Genome-fragment	65.67	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__21860bp__000808||full_CDS_0027
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__21860bp__000808||full	63s	seasonal	54	63	21824	No	NA	32	12	0	Medium-quality	Genome-fragment	65.67	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__21860bp__000808||full_CDS_0028
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__24327bp__000627||full	68s	seasonal	100	68	24324	No	NA	46	17	0	Medium-quality	Genome-fragment	62.06	AAI-based (high-confidence)	0	1	1373	NA	NA	NA	NA	NA	ND	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__24327bp__000627||full_CDS_0036
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__31308bp__000335||full	3s	seasonal	17	3	30860	No	NA	42	19	0	Medium-quality	Genome-fragment	83.06	AAI-based (high-confidence)	0	1	1450	NA	NA	NA	NA	NA	Agrobacterium	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__31308bp__000335||full_CDS_0024
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full	93s	seasonal	94	93	33225	No	NA	47	11	1	Medium-quality	Genome-fragment	56.28	AAI-based (high-confidence)	0	1	1385	498	NA	NA	NA	NA	Acidovorax	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full_CDS_0037
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full	93s	seasonal	94	93	33225	No	NA	47	11	1	Medium-quality	Genome-fragment	56.28	AAI-based (high-confidence)	0	1	1385	498	NA	NA	NA	NA	Acidovorax	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__33228bp__000282||full_CDS_0046
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full	51s	seasonal	66	51	39220	No	NA	50	18	0	Medium-quality	Genome-fragment	62.35	AAI-based (high-confidence)	0	1	32	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full_CDS_0010
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full	51s	seasonal	66	51	39220	No	NA	50	18	0	Medium-quality	Genome-fragment	62.35	AAI-based (high-confidence)	0	1	32	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full_CDS_0011
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full	51s	seasonal	66	51	39220	No	NA	50	18	0	Medium-quality	Genome-fragment	62.35	AAI-based (high-confidence)	0	1	32	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39255bp__000176||full_CDS_0012
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full	61s	seasonal	61	61	58845	No	NA	86	29	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full_CDS_0080
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full	61s	seasonal	61	61	58845	No	NA	86	29	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full_CDS_0073
2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full	61s	seasonal	61	61	58845	No	NA	86	29	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full_CDS_0032
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0119
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0099
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0109
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0054
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0008
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full	56s	seasonal	37	56	126205	No	NA	156	68	5	Medium-quality	Genome-fragment	70.33	AAI-based (medium-confidence)	0	1	13	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__126324bp__000005||full_CDS_0145
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__18975bp__001006||full	84s	seasonal	59	84	18906	No	NA	26	8	0	Medium-quality	Genome-fragment	57.44	AAI-based (high-confidence)	0	1	33	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__18975bp__001006||full_CDS_0018
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__18975bp__001006||full	84s	seasonal	59	84	18906	No	NA	26	8	0	Medium-quality	Genome-fragment	57.44	AAI-based (high-confidence)	0	1	33	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__18975bp__001006||full_CDS_0019
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__27566bp__000437||full	59s	seasonal	69	59	27544	No	NA	47	19	0	Medium-quality	Genome-fragment	52.88	AAI-based (high-confidence)	0	1	640	NA	NA	NA	NA	NA	ND	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__27566bp__000437||full_CDS_0035
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28134bp__000405||full	6s	seasonal	33	6	28132	No	NA	29	16	1	Medium-quality	Genome-fragment	88.03	AAI-based (high-confidence)	0	1	742	741	1432	NA	NA	NA	ND	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28134bp__000405||full_CDS_0002
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30484bp__000329||full	23s	seasonal	24	23	30482	No	NA	48	16	0	Medium-quality	Genome-fragment	53.49	AAI-based (high-confidence)	0	1	449	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30484bp__000329||full_CDS_0013
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31834bp__000299||full	84s	seasonal	65	84	31832	No	NA	52	21	0	High-quality	High-quality	90.05	AAI-based (high-confidence)	0	1	966	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31834bp__000299||full_CDS_0026
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35255bp__000227||full	8s	seasonal	7	8	35253	No	NA	46	17	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35255bp__000227||full_CDS_0003
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35255bp__000227||full	8s	seasonal	7	8	35253	No	NA	46	17	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35255bp__000227||full_CDS_0016
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0010
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0012
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0014
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0017
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0020
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full	84s	seasonal	59	84	35414	No	NA	53	18	0	Medium-quality	Genome-fragment	57.18	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__35417bp__000224||full_CDS_0019
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full	17s	seasonal	14	17	50376	No	NA	69	23	1	Medium-quality	Genome-fragment	82.17	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full_CDS_0055
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full	17s	seasonal	14	17	50376	No	NA	69	23	1	Medium-quality	Genome-fragment	82.17	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Vibrio	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__50410bp__000084||full_CDS_0045
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57058bp__000053||full	54s	seasonal	54	54	57054	No	NA	73	24	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	449	NA	NA	NA	NA	NA	Pseudomonas	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57058bp__000053||full_CDS_0024
2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57058bp__000053||full	54s	seasonal	54	54	57054	No	NA	73	24	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	449	NA	NA	NA	NA	NA	Pseudomonas	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57058bp__000053||full_CDS_0012
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__123920bp__000006||full	78s	seasonal	83	78	123919	No	NA	168	108	0	Medium-quality	Genome-fragment	64.96	AAI-based (high-confidence)	0	1	772	NA	NA	NA	NA	NA	Thauera	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__123920bp__000006||full_CDS_0126
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__26013bp__000444||full	43s	seasonal	27	43	25934	No	NA	30	13	0	Medium-quality	Genome-fragment	50.67	AAI-based (high-confidence)	0	1	672	NA	NA	NA	NA	NA	Nostoc	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__26013bp__000444||full_CDS_0021
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32391bp__000269||full	56s	seasonal	37	56	32390	No	NA	47	17	0	Medium-quality	Genome-fragment	53.58	AAI-based (high-confidence)	0	1	644	NA	NA	NA	NA	NA	Vibrio	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32391bp__000269||full_CDS_0014
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full	16s	seasonal	19	16	34825	No	NA	55	18	0	Medium-quality	Genome-fragment	57.4	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full_CDS_0041
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full	16s	seasonal	19	16	34825	No	NA	55	18	0	Medium-quality	Genome-fragment	57.4	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full_CDS_0026
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full	16s	seasonal	19	16	34825	No	NA	55	18	0	Medium-quality	Genome-fragment	57.4	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__34828bp__000216||full_CDS_0054
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51097bp__000084||full	24s	seasonal	25	24	51034	No	NA	58	17	0	High-quality	High-quality	92.72	AAI-based (high-confidence)	0	1	880	NA	NA	NA	NA	NA	ND	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51097bp__000084||full_CDS_0038
