contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	label
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__66016bp__000030||full	61s	seasonal	19	61	66014	No	NA	97	34	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.12	648	NA	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__66016bp__000030||full_CDS_0054
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__32727bp__000140||full	97s	seasonal	92	97	32648	No	NA	60	22	0	Medium-quality	Genome-fragment	54.9	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__32727bp__000140||full_CDS_0055
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__43250bp__000067||full	13ns	non.seasonal	3	13	43247	No	NA	59	21	0	Medium-quality	Genome-fragment	79.92	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	Methylocaldum	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__43250bp__000067||full_CDS_0059
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__49711bp__000048||full	33ns	non.seasonal	35	33	49707	No	NA	76	23	1	High-quality	High-quality	91.48	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	Methylocaldum	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__49711bp__000048||full_CDS_0042
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30912bp__000250||full	105s	seasonal	62	105	30910	No	NA	38	8	0	Medium-quality	Genome-fragment	52.55	AAI-based (high-confidence)	0	1	36	1763	NA	NA	NA	NA	Methylocaldum	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30912bp__000250||full_CDS_0027
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37231bp__000157||full	79s	seasonal	26	79	37230	No	NA	54	12	0	High-quality	High-quality	96.88	AAI-based (high-confidence)	0	1	1478	1476	NA	NA	NA	NA	Nocardiopsis	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37231bp__000157||full_CDS_0013
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__40863bp__000126||full	6s	seasonal	6	6	40861	No	NA	55	22	0	Medium-quality	Genome-fragment	70.59	AAI-based (high-confidence)	0	1	523	531	NA	NA	NA	NA	Methylocaldum	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__40863bp__000126||full_CDS_0007
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54879bp__000054||full	75s	seasonal	71	75	54876	No	NA	77	23	0	High-quality	High-quality	94.21	AAI-based (high-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54879bp__000054||full_CDS_0034
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__56672bp__000045||full	64s	seasonal	64	64	56545	No	NA	88	29	0	High-quality	High-quality	93	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__56672bp__000045||full_CDS_0079
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full	16s	seasonal	19	16	59277	No	NA	84	29	0	High-quality	High-quality	97.4	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full_CDS_0081
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__63747bp__000022||full	16s	seasonal	19	16	63743	No	NA	92	32	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.01	1021	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__63747bp__000022||full_CDS_0041
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full	85s	seasonal	66	85	31245	No	NA	42	15	0	Medium-quality	Genome-fragment	50.47	AAI-based (high-confidence)	0	1	31	647	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full_CDS_0023
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__34529bp__000139||full	57s	seasonal	104	57	34526	No	NA	31	16	0	Medium-quality	Genome-fragment	60.18	AAI-based (high-confidence)	0	1	729	NA	NA	NA	NA	NA	Vibrio	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__34529bp__000139||full_CDS_0028
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__42505bp__000080||full	83s	seasonal	86	83	42505	No	NA	57	13	0	Medium-quality	Genome-fragment	70.81	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Vibrio	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__42505bp__000080||full_CDS_0026
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__53526bp__000036||full	100s	seasonal	104	100	53522	No	NA	58	25	0	High-quality	High-quality	91.14	AAI-based (high-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__53526bp__000036||full_CDS_0007
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__58019bp__000021||full	46s	seasonal	49	46	57958	No	NA	76	23	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	38	36	NA	NA	NA	NA	Methylocaldum	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__58019bp__000021||full_CDS_0018
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__59138bp__000018||full	57s	seasonal	104	57	59136	No	NA	75	22	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.01	526	1065	NA	NA	NA	NA	Methylocaldum	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__59138bp__000018||full_CDS_0068
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__65902bp__000009||full	57s	seasonal	97	57	65900	No	NA	89	34	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Vibrio	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__65902bp__000009||full_CDS_0062
HTVC027P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1680
HTVC023P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1843
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16800
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16801
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16802
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16803
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16804
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16805
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16806
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16807
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16808
AP013376_AP013376	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_16809
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18430
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18431
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18432
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18433
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18434
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18435
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18436
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18437
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18438
AP013435_AP013435	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_18439
AP014340_AP014340	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19667
AP013510_AP013510	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_27582
AP013876_AP013876G20	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_30180
AP014344_AP014344	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_37357
AP014380_AP014380	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_37734
ENA_KY052797_KY052797	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49840
ENA_KY052797_KY052797	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49841
023Pt_ssg01	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50070
023Pt_env04	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50169
023Pt_env09	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50260
023Pt_env03	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50362
023Pt_env07	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50550
023Pt_env02	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50650
023Pt_env01	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50725
023Pt_env08	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50810
023Pt_env10	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50911
023Pt_env11	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_51003
023Pt_env06	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_51093
